Party,Sentence
R,"It’s why we need to continue supporting an ‘All of the Above’ energy portfolio, as outlined in the state’s 10 year energy strategy.I have always said we should view energy policy through the lens of the ratepayer."
R,"And I hear a lot of talk from legislators that say YES, they will fight for lower electric rates, but then vote for legislation that raises rates and burden our citizens."
R,You can’t have it both ways.
R,"If you want to talk about lowering rates than support legislation that does just that.It is the most vulnerable among us, seniors and individuals on fixed incomes, that are at the greatest risk of high electric rates.I think it is time that we refocus our efforts on them, and I am advocating today that renewable energy initiatives shouldbenefit low income ratepayers first and foremost."
R,"Whether it’s solar, or wind, or battery storage, we need to ensure that the 
benefits of these well-intentioned programs deliver results to the people who are struggling to pay the bill each month."
R,"While other states have unfortunately decided to put developers’ interests ahead of ratepayers, in New Hampshire we must put the people first.We don’t need to further raise electricity rates and tax our citizens to be good environmental stewards, we just need to be smarter about how we spend the money we have."
R,"When talking about climate policy, we must take a three-pronged-approach."
R,"We must look at the environmental, economic, and social aspect of any policy."
R,"We must be smart and responsible, and we must be willing to look at new ideas.The Office of Strategic Initiatives and Public Utility Commission are currently working out a plan for the multi-million-dollar Clean Energy Fund which is being made available this year."
R,I want to see renewable energy projects for low income families and communities to be a priority for those investment dollars.
R,Let’s make sure those that bear the brunt of the costs of renewable energy are the first in line to receive the economic benefits.New Hampshire has sent us here to Concord to deliver results.
R,"There will be times when we will disagree, without a doubt, but let’s do so in a way that is free from and personal attacks and unnecessary political rhetoric."
R,"We are here for a greater purpose, to represent the needs of our constituents, disagree respectfully, focus on moving forward in areas where we can find common ground.And it isn’t always easy, it takes constant vigilance to see some of these tougher issues to the end, but we all have to be up to the task."
R,"Thank you so very much for allowing me the honor to serve as your Governor.Let’s keep up the momentum we’ve built over the past two years.Let’s keep serving as an example of bipartisan cooperation for the entire country, andLet’s get to work."
R,"God bless you, and God bless the great State of New Hampshire.Thank you."
R,"Mr. President, Madam Speaker, Mr. Chief Justice, Members of the General Assembly, distinguished guests and fellow Vermonters: 

I want to begin by thanking the people of Vermont for the opportunity to serve as Governor, and for their trust and support as we carry out the work ahead."
R,It is the greatest honor of my life.
R,"I also want to thank my wife, Diana, my two daughters, Erica and Rachael, my mom and my entire family for their support and love—I couldn’t do this without you."
R,This is the second time I’ve had the privilege of addressing you as we open the biennial session.
R,"Each time, we’ve gone about our work against the backdrop of a national political environment that’s brought out the worst in the public process."
R,"Unfortunately, this still exists today, as too many value political points over policy solutions."
R,"Social media still overflows with negativity and hate, and politics as a whole still seems to divide us more than it brings us together."
R,"I truly believe that in Vermont, we can set a standard that others across the nation can aspire to­, and elected officials can look to, as a better way—the right way—to go about the work of the people."
R,"And when the work gets difficult, when tensions build—which they will—when divisions seem too deep to overcome, when we need to be reminded that there’s still good in the world—look no further than the people of Vermont."
R,We saw the good in the people of Swanton who sheltered and fed their neighbors as flood waters forced them from their homes in the depths of winter.
R,The good lives in the young girls and boys who were inspired when they saw Montpelier native Amanda Pelkey take the ice half-way around the world in South Korea.
R,"When she was born, hockey was a game for boys."
R,"Twenty-five years later, we welcomed Amanda home, an Olympic gold medalist."
R,"The good is in the pride hundreds of us felt, on a cold day in November, to celebrate the return of Ceres, the goddess of agriculture, and the incredible work of two Vermont artists, Jerry Williams and Chris Miller, whose craftmanship will stand for generations on top of this beautiful building."
R,"The good is in Sara Byers, the owner of Leonardo’s Pizza in Burlington, giving those in recovery the opportunity to get back to work, knowing full well the road may be rough, but believing in the person—and the journey—and seeing past the stigma of addiction."
R,"The good is found in the Perry family, whose combined 120 years of dedication and service in the Navy was recognized at a shipyard in Groton, Connecticut as the USS Vermont was christened."
R,"Four sons, three grandsons and a granddaughter-in-law, all following in the footsteps of the former Representative from Richford, Captain Al Perry."
R,"We saw the good in two political opponents running for the House in Lamoille County, Lucy Rogers and Zac Mayo, a Democrat and a Republican debating the issues then sitting together to play a musical duet, proving to the nation there is a better way."
R,"Every day, we see the good in our servicemen and women and our first responders, our teachers and nurses, in our coaches, scout leaders, mentors and all those who serve others without expectation of praise, and often too little recognition."
R,The good is in this chamber.
R,It’s here because it lives in each and every one of our communities.
R,The places we come from and the people we go home to.
R,"It’s in our schools and churches, our businesses and farms, our forests, trails and town halls."
R,"The good, the courage to show a better path, is the same courage that allowed those who came before us to persevere through harsh winters, to carve our way of life from granite mountains and rocky hillside pastures."
R,"The good is in our hearts, it’s in our minds and it’s who we’ve always been."
R,"Today, more than ever, it’s who America needs us to be."
R,"And to meet the challenges ahead, to best serve Vermonters, it’s who we have to be."
R,Our focus must remain on those we’re working for and what we’re working towards.
R,"To do that, we must face the economic realities that exist across the state, in all 251 towns, cities and villages, and the impact our policies have on each of them."
R,"We must look for common ground instead of highlighting or exploiting our differences, view consensus and compromise not as a weakness, but as a strength."
R,"And if we can, our work, our actions and our results will inspire a renewed faith in government and give hope to every community."
R,"Together, we can work toward a more prosperous future for our state and her people."
R,Where families in every town are moving up the economic ladder with a good-paying job and a way of life they can afford.
R,"Where all kids get a quality education, with the same opportunity, to achieve their full potential."
R,"And where we do all we can to provide for our neighbors who need us most, when they need us most."
R,"An affordable Vermont, with opportunity and economic growth, with great schools in every corner of the state and policies that benefit all Vermonters."
R,This can be our legacy.
R,"We can achieve this vision, but it requires us to recognize and overcome the obstacles in our way."
R,"I know some may be tired of hearing me talk about our demographics—or have given up and believe there’s nothing we can do to change them—while others may not feel a sense of urgency, because their own community hasn’t been impacted as dramatically as others."
R,"But you don’t have to take my word for it: just ask Moody’s, who recently downgraded our bond rating, in part, due to our lack of population growth, resulting in fewer working-age Vermonters."
R,These facts and this problem can no longer be ignored.
R,Just take our labor force as an example.
R,"Since 2009, our labor force has declined by about 15,000."
R,"15,000 fewer people working or looking for work."
R,"15,000 fewer Vermonters available for jobs we know businesses are trying to fill right now."
R,"15,000 fewer potential income tax payers."
R,These losses have been felt across the state but have had the greatest impact outside of Chittenden County.
R,"Since their peak employment, Washington and Franklin Counties have seen a labor force decline of about two percent."
R,"By the same measure, Addison and Orange have seen a reduction of nearly five percent, and Grand Isle and Orleans have lost around six."
R,"Bennington, Lamoille and Windham have seen their labor force shrink by 10 percent."
R,In Windsor: 12; Caledonia: 13; Rutland: 14.
R,"And in Essex, it’s down by almost 20 percent."
R,This demographic reality is perhaps most apparent in our schools—it’s like the canary in the mineshaft.
R,"In our public schools, we’re now educating about 30,000 fewer K-12 students than we were in 1997—that’s an average loss of three students a day for over 20 years."
R,And that trend continues.
R,There’s not a single county that hasn’t been affected.
R,Since 2004—which wasn’t all that long ago— Franklin County’s enrollment has shrunk by 3.5 percent—and is doing the best by far.
R,"Chittenden, Lamoille and Orange counties have seen declines of 12 percent."
R,"Enrollment has dropped by over 16 in Caledonia County, 17 percent in Orleans and nearly 19 in Washington."
R,"In Bennington and Grand Isle, it’s declined by 21 percent; in Windham: 23."
R,"Three counties—Addison, Rutland and Windsor—have lost a quarter of their students in 14 years."
R,"And in Essex, they’re educating 42 percent fewer kids."
R,These declines are eroding quality and opportunity for our children.
R,And this is happening on our watch.
R,"These trends not only mean fewer in our workforce and schools, but fewer customers at businesses, ratepayers for utilities, fewer available for our volunteer fire departments and others who support the needs of our communities."
R,"And fewer to share the costs of state government, with ongoing needs in areas like transportation, building maintenance, public safety and human services."
R,But there are other needs as well.
R,We have a moral obligation to protect our seniors and kids and treat those impacted by mental illness or addiction.
R,"We’re committed to restoring and protecting our lakes and rivers, which will cost Vermonters nearly $1 billion over the next 20 years."
R,And we must keep the promises we made to our state employees and teachers to pay their pensions and healthcare costs in full.
R,The debt we owe today is over $4 billion and the annual payment to catch up continues to grow by tens of millions each year.
R,But let’s be clear: A deal’s a deal.
R,"Each of these commitments are important, but our stagnant population is threatening every service we deliver, every program we administer and every investment we hope to make."
R,Even the most optimistic among us must recognize what this means.
R,"Without a different approach or major change in circumstances, our current revenues won’t support our obligations, our wants or even our needs."
R,"On the campaign trail, a Burlington business owner told me, “We don’t need more taxes—we need more taxpayers.”

The solution is really that simple, but the path to a better outcome requires our best ideas, our best work and the courage to make real change."
R,That’s what we signed up for and what’s expected of each of us.
R,"Vermonters elected me, and many of you, to ensure we don’t ask them to shoulder any more of the tax burden."
R,They’re doing their part.
R,It’s time for us to do ours.
R,"Despite these challenges, we have so much to offer and so much to be hopeful for."
R,"We’re one of the safest, healthiest states in the country."
R,"We have a good education system, which I believe we can make the very best, and we have a culture and lifestyle that is second to none."
R,"These things offer a great quality of life, which is among the best recruitment tools we could ask for."
R,"This is all positive, but we know it’s not enough."
R,"So, this session, let’s focus on strengthening those assets to keep and attract more working families, with an eye on reversing our population trends."
R,"Let’s grow the economy to support jobs and organic growth, expand our tax base and ease the burden on hard-working Vermonters, because if we want people to both move here and stay, we must make it more affordable."
R,"This is how we rise above the challenges ahead of us, improve the lives of Vermonters and chart a new course for our future."
R,"First, let’s work to reinforce the things that make Vermont such a great place to live: The health of our citizens and environment and the strength and safety of our communities."
R,Vermont has one of the lowest uninsured rates in the nation.
R,"We rank among the top states for the health of our women and children, the number of mental health providers and physical activity."
R,"We’re also among the best in the country with low instances of violent crime, obesity and infant mortality."
R,"Many of you in this room, as well as our predecessors, have contributed to this success."
R,"But Vermonters still struggle with the high cost of insurance, especially those in our state marketplace."
R,"That’s why I’ll propose health insurance reforms focused on increasing affordability for Vermonters and, specifically, young people, as we work to retain and attract more of them."
R,"And during the campaign, I talked about a voluntary paid family leave plan, balancing the value of this benefit with Vermonters’ ability to pay."
R,"In the coming weeks, I’ll roll out that concept."
R,I truly believe an opt-in approach puts us on a path to the goal that we all share without raising a new tax.
R,"We can also build on our work to protect our environment, communities and kids."
R,"We rank high when it comes to air quality, but we can do more to lower emissions in our state, so I’ll propose using settlement funds to help more Vermonters purchase electric vehicles."
R,"And my budget will propose a long-term funding source for our water quality initiatives, using existing revenues and a new delivery model to put this money to work on the ground."
R,"This fall, we learned from the Department of Health that some students may be exposed to lead in drinking water in our schools."
R,"Here’s an area we agree on, so let’s act quickly to protect our kids."
R,"In order to do that, my budget will invest in lead testing at schools statewide."
R,"And, if you’ll work with me in budget adjustment, we’ll have every school tested within a year."
R,"Second, we’ll continue to transform our education system, going from good to the very best in the country, supporting and educating every child from cradle to career."
R,Many of us here today have heard countless debates about education but far too often it’s been about something other than the kids themselves.
R,"From tax payers to teachers, the fate of buildings and debt, old districts and new districts and rates and rebates."
R,This has created a fear of change that’s handcuffed us to the status quo and distracted from the single most important purpose of our schools: educating our kids.
R,We must have the courage to make the conversation about giving every child the best possible chance at a good future.
R,And the truth is: not all of them are getting equal opportunities.
R,"Here is just one example of what students are facing:

Now, I want to be clear: these are real middle schools in Vermont, but I’m going to call them School A and School B."
R,"Students at each are taught language arts, math, science and social studies."
R,But School A has advanced math like Algebra I.
R,School B does not.
R,School A has 20 sections of art.
R,School B has one.
R,School A offers multiple French classes.
R,School B doesn’t have any foreign languages.
R,"School A has band, chorus, music, health education, industrial arts and family and consumer sciences."
R,School B doesn’t offer a single one of these.
R,You might be surprised to hear that these aren’t schools from opposite ends of the state.
R,These two middle schools feed into the very same high school.
R,"This is not an isolated case: It’s happening across Vermont, so we must continue to address the inequality that exists."
R,I’ve heard you and believe me: I recognize that change of this magnitude takes time.
R,"But in the near term, I believe the best opportunity for progress is in early care and learning—to give all kids, regardless of their background, a strong foundation."
R,We’ve taken important steps.
R,Let’s build on it this year by working together to give every child an equal chance at success.
R,"Last fall, I identified a new revenue source to put toward these initiatives, which I’ll detail in my budget address."
R,If we can work together on a high-quality child care system that’s affordable and accessible—along with a stronger education system—we could set Vermont apart from other states as an education destination for families.
R,"We can, and will, debate on policy—and that’s ok—but let’s focus on the merits of our ideas."
R,Let’s not resort to scare tactics.
R,"Let’s roll up our sleeves and make change that gives all our kids an equal shot at success, that puts their interests above special interests, and builds them—hands down—the best cradle-to-career education system in the country."
R,"Next, we must ensure businesses can stay competitive with those in other states around our region."
R,"Because we can put all the best ideas on the table to attract young people and support working families, but if we don’t have jobs, none of it will matter."
R,Act 250 was created nearly 50 years ago to address a rapidly growing state.
R,"At that time, there wasn’t the regulatory oversight to deal with the population expansion brought on by the baby boom and the interstate highway system."
R,But those circumstances no longer exist.
R,That’s why I’ll propose reforms to modernize Act 250 in a way that expands growth in our struggling downtowns while continuing to protect the environment.
R,We can and must do both.
R,This proposal builds on work we did together last term to modernize regulation and support the development of affordable housing in our downtowns and growth centers.
R,"This year, we can do even more to build stronger communities by updating Act 250 and encourage more compact development while preserving our working lands and rural character."
R,"We also know that broadband is crucial to parts of the state that are currently under-served or, in some cases, not connected at all."
R,"I’m sure most realize this isn’t the cure-all to our economic challenges, but as we seek to attract more people to live and work in Vermont, we must continue to expand access."
R,"This session, I’ll put forward a package of reforms, and my budget will include investments, to do just that."
R,"As I travel the state, I see places struggling to survive, many a shadow of what they used to be."
R,We’ve reached a point where too many are not growing—they’re shrinking.
R,"Whether you’re here from Readsboro or Alburgh, Island Pond, Richford, Springfield, Newport or any one of the proud communities that helped write Vermont’s economic history but now face tough times, know this: I’m eager to work with each of you to develop policies to revitalize all 14 counties and to ensure that hope and opportunity exists not only in Burlington, but in Brattleboro, Bennington, Berkshire, Barton and all 251 towns across our state."
R,"Finally, we need to do a better job leveraging our assets, the things that make Vermont a great place to visit, work and live."
R,"Consider this: In 2017, the top towns for millennial home buyers were not New York City, Boston or San Francisco."
R,"They were Williston, North Dakota, Athens, Ohio and Aberdeen, South Dakota."
R,Millennials appear willing to put affordability and quality of life over the conveniences and attractions of our biggest cities when buying a home.
R,"I believe Vermont can offer what they’re looking for, and in many instances, we already do."
R,"The work we did last term in the areas of housing, education, downtown development and workforce training, while striving to make Vermont more affordable, were positive steps forward."
R,But we must do more.
R,We know availability of affordable housing is a huge barrier to recruiting young workers—I hear it every day from employees and employers.
R,"Last term, we worked together to create more housing Vermonters can afford."
R,Let’s build on that progress by focusing on existing stock and rental units.
R,My budget will propose a package focused on growing the housing supply by revitalizing properties and investing in existing neighborhoods.
R,"These are steps in the right direction, but it’s not enough to simply offer things that appeal to young people and working families."
R,We must do a better job telling our story and use it to aggressively recruit new Vermonters.
R,"Even if you believe Vermont is perfect, it’s clear we aren’t doing enough to persuade people to move and stay here."
R,"Last year, thanks to innovative thinking from the Legislature, we launched a program offering incentives to remote workers who moved here."
R,"Just passing this law gained international media attention, and as a result, nearly 3,000 people inquired about the program."
R,This showed us a couple of things.
R,"First, publicity works."
R,"And second, people do have an interest in moving here but sometimes just need a reason to take that first step."
R,That’s why my budget will again propose a labor force expansion package that targets those likely to move and a regional sales team approach to close the deal.
R,"I hope you’ll join me in supporting this effort, because investing to grow our workforce is one of the single most important things we can do for our economy and to reduce the tax burden on those here now."
R,"This fall, I visited employees at Eden Ciders in West Charleston."
R,My team heard they’ve had success recruiting young workers to relocate here and we wanted to learn more.
R,I asked them why they chose Vermont.
R,Most said they liked the sense of community we offer.
R,"Many also thought it was a good place to raise a family, while some came for outdoor recreation."
R,"While there, someone shared that Precision Composites in Lyndonville wasn’t having any trouble filling positions—even engineers."
R,"Now, that got my attention."
R,"Because just the week before, I was at Collins Aerospace in Vergennes and they said they were looking to hire 25 engineers but were struggling to do so."
R,What was the secret in the Northeast Kingdom?
R,They put a “help wanted” ad in a mountain biking magazine.
R,The point is we know people want to come here.
R,We just need to identify and reach those who do.
R,"Collectively, we have a lot of good ideas, so let’s act on them together."
R,"Let’s build the best education system in the country and nurture a business climate that keeps and creates good jobs, so we can better compete with other states."
R,Let’s think creatively about attracting more workers and families so we have the revenue to better serve the Vermonters already here.
R,Let’s support policies and make investments that will work towards these goals and do so without digging further into the pockets of Vermonters.
R,"Because to build the future we want for our kids and their kids, we must ensure Vermont’s affordable."
R,"While our challenges are great, when we work together, we can do great things."
R,Over the last two years our record speaks for itself.
R,"To improve efficiency and better serve Vermonters, we merged the Departments of Liquor and Lottery, a long-standing goal for some legislators in this room."
R,"And we did the same in creating the Agency of Digital Services, which has saved taxpayers about $4 million since its creation."
R,"With your leadership, we supported foster parents and crime victims, strengthened consumer protections and are working to make prescription drugs more affordable."
R,We modernized our licensing laws to expand the pool of drug treatment professionals and make it easier for members of the military to enter the civilian workforce.
R,"When actions in Washington put access to healthcare in jeopardy, Speaker Johnson, Senator Ashe, Republican party leaders from both houses and I stood with Senators Leahy and Sanders and Congressman Welch to protect Medicaid funding."
R,Where else but Vermont would you see such a politically-diverse group joining together to defend access to healthcare?
R,And for two years we didn’t raise a single tax or fee in the General Fund.
R,"We also held statewide residential property tax rates level, while fully funding school budgets passed by local voters."
R,We removed the tax on social security for low- and middle-income Vermonters and worked to revitalize downtowns and villages throughout the state.
R,"We made the single largest investment in housing the state has ever seen, as well as a 70 percent increase in clean water funding and opened a treatment center in St. Albans that helped eliminate long waitlists statewide, allowing more Vermonters to start on a path to recovery."
R,"We did all this, and so much more, by working together."
R,"It wasn’t always easy or comfortable, but hard work—good work—is rarely either of these things."
R,"And we need more of it because the solutions we seek—in the political environment in which history has placed us—requires that above all else, we focus on what it means to be true public servants."
R,"When announcing his retirement in 2005, Senator Jim Jeffords said, “In no other job do you have both the freedom and the obligation to solve problems and help people on a daily basis.”

Solve problems and help people."
R,A simple concept and an important reminder of why we’re here.
R,As partisanship and division have eroded the trust many have in our democracy; as conflict captures headlines far more often than the good work we’ve done to strengthen Vermont; and as reports of our disagreements overshadow all we agree on and the progress we’ve made working together—let’s solve problems and help people.
R,That's our job.
R,It’s our responsibility.
R,It’s what our neighbors who elected us expect.
R,It’s what the challenges we’re here to confront demand of us.
R,"And most importantly, it’s what Vermonters deserve."
R,"As we open this new biennium, with the hope and promise of a new year, let’s commit to this work; put aside our differences to work together, to come together."
R,To solve problems and help people each and every day.
